"Year","predicted","std.error","conf.low","conf.high","Race","Sexual_Orientation","Gender","strata","strata2","state","Level"
"2009",20.3052723972067,0.137962049429493,16.2775064063204,25.0317024350099,"White","Othersexual","Male","White-Male","Othersexual-Male","1:Lowest",0
"2009",11.4629020073607,0.0440033687156395,10.6162717519525,12.3677074985941,"White","Heterosexual","Female","White-Female","Heterosexual-Female","1:Lowest",0
"2009",42.5266322923531,0.0921530637448234,38.1825322440405,46.9892850891593,"White","Bisexual","Female","White-Female","Bisexual-Female","1:Lowest",0
"2009",37.4554248849232,0.138873059854509,31.3261743181542,44.0152848685895,"White","Homosexual","Female","White-Female","Homosexual-Female","1:Lowest",0
"2009",28.7410201358755,0.123865931774292,24.0348789909079,33.9567381266083,"White","Othersexual","Female","White-Female","Othersexual-Female","1:Lowest",0
"2009",8.31646253503792,0.139037238171419,6.46088232652789,10.6443249819975,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","1:Lowest",0
"2009",29.6956262318145,0.158817335914189,23.6293206850012,36.5734962107281,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","1:Lowest",0
"2009",24.7999887877636,0.162211933619652,19.3529443299769,31.1872727239185,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","1:Lowest",0
"2009",19.6653211454565,0.159140078269051,15.1967345234149,25.0596057816471,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","1:Lowest",0
"2009",13.1040486018344,0.130490316263938,10.4560713638976,16.3005455123016,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","1:Lowest",0
"2009",39.7577063971649,0.156748244349769,32.6778489146341,47.2938956520526,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","1:Lowest",0
"2009",34.6071266366265,0.16249412861462,27.7913246001982,42.119468653196,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","1:Lowest",0
"2009",28.1935866302905,0.157263651559228,22.3895046582455,34.8270942118994,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","1:Lowest",0
"2009",8.41647640331876,0.108186672757772,6.91962298238609,10.2016407513526,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","1:Lowest",0
"2009",29.7513896869462,0.15575258539599,23.7862512539132,36.4961160083299,"Black","Bisexual","Male","Black-Male","Bisexual-Male","1:Lowest",0
"2009",25.0446689701737,0.156297576770118,19.7408769264826,31.2191486132293,"Black","Homosexual","Male","Black-Male","Homosexual-Male","1:Lowest",0
"2009",17.7045207282159,0.154736066347793,13.7078108779473,22.5618514430467,"Black","Othersexual","Male","Black-Male","Othersexual-Male","1:Lowest",0
"2009",12.3809279735912,0.0945225968835784,10.5071537696039,14.5345878006152,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","1:Lowest",0
"2009",40.6791436797093,0.144485477999351,34.064262817,47.6502546466598,"Black","Bisexual","Female","Black-Female","Bisexual-Female","1:Lowest",0
"2009",32.9688712786364,0.153567734424997,26.6866256211157,39.9246406725903,"Black","Homosexual","Female","Black-Female","Homosexual-Female","1:Lowest",0
"2009",24.9986022371336,0.153698654763789,19.7827114054451,31.0572749438785,"Black","Othersexual","Female","Black-Female","Othersexual-Female","1:Lowest",0
"2009",10.8327313489881,0.0922971894561712,9.20513738934874,12.70782776875,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","1:Lowest",0
"2009",33.7008230690857,0.152010872203052,27.3966353557377,40.6435802310539,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","1:Lowest",0
"2009",30.0430706042978,0.149807056796485,24.252896446027,36.5486021624157,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","1:Lowest",0
"2009",22.3119209353351,0.149762103881159,17.6374109939824,27.8070585037039,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","1:Lowest",0
"2009",15.73302845133,0.0824783288683892,13.7065210963529,17.996668575626,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","1:Lowest",0
"2009",43.2498877602644,0.127382778184979,37.254160260445,49.4500887136372,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","1:Lowest",0
"2009",37.9157598326227,0.146955845664959,31.407133632475,44.8904694723687,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","1:Lowest",0
"2009",30.9631651037732,0.148952870841634,25.0906361125662,37.5217047053805,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","1:Lowest",0
"2009",10.685170971261,0.12576208235871,8.55047929104835,13.2754390425579,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","1:Lowest",0
"2009",37.2688748223472,0.158752493245811,30.325438082351,44.7803350308723,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","1:Lowest",0
"2009",31.6218392123087,0.160112597219812,25.2557126028339,38.7605036228103,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","1:Lowest",0
